Trajectory - Seconds: 15.26, States:
State(Sec: 0.00, Vel m/s: 0.00, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 0.81, Y: 0.66), Rotation2d(Rads: 0.00, Deg: 0.00)), Curvature: 0.00), 
State(Sec: 6.90, Vel m/s: 1.55, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 8.31, Y: 0.87), Rotation2d(Rads: 0.62, Deg: 35.33)), Curvature: 0.63), 
State(Sec: 6.96, Vel m/s: 1.61, Accel m/s/s: -0.40, Pose: Pose2d(Translation2d(X: 8.39, Y: 0.92), Rotation2d(Rads: 0.68, Deg: 38.70)), Curvature: 0.65), 
State(Sec: 7.02, Vel m/s: 1.58, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.46, Y: 0.99), Rotation2d(Rads: 0.74, Deg: 42.52)), Curvature: 0.71), 
State(Sec: 7.08, Vel m/s: 1.51, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.53, Y: 1.06), Rotation2d(Rads: 0.82, Deg: 47.03)), Curvature: 0.84), 
State(Sec: 7.12, Vel m/s: 1.48, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.57, Y: 1.10), Rotation2d(Rads: 0.87, Deg: 49.63)), Curvature: 0.93), 
State(Sec: 7.15, Vel m/s: 1.45, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.60, Y: 1.14), Rotation2d(Rads: 0.92, Deg: 52.49)), Curvature: 1.03), 
State(Sec: 7.19, Vel m/s: 1.41, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.63, Y: 1.18), Rotation2d(Rads: 0.97, Deg: 55.66)), Curvature: 1.16), 
State(Sec: 7.23, Vel m/s: 1.37, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.66, Y: 1.22), Rotation2d(Rads: 1.03, Deg: 59.17)), Curvature: 1.30), 
State(Sec: 7.26, Vel m/s: 1.34, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.68, Y: 1.26), Rotation2d(Rads: 1.10, Deg: 63.03)), Curvature: 1.46), 
State(Sec: 7.30, Vel m/s: 1.30, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.70, Y: 1.30), Rotation2d(Rads: 1.17, Deg: 67.25)), Curvature: 1.62), 
State(Sec: 7.33, Vel m/s: 1.27, Accel m/s/s: -0.84, Pose: Pose2d(Translation2d(X: 8.72, Y: 1.35), Rotation2d(Rads: 1.25, Deg: 71.80)), Curvature: 1.77), 
State(Sec: 7.37, Vel m/s: 1.24, Accel m/s/s: -0.43, Pose: Pose2d(Translation2d(X: 8.73, Y: 1.39), Rotation2d(Rads: 1.34, Deg: 76.62)), Curvature: 1.89), 
State(Sec: 7.41, Vel m/s: 1.22, Accel m/s/s: 0.09, Pose: Pose2d(Translation2d(X: 8.74, Y: 1.44), Rotation2d(Rads: 1.42, Deg: 81.59)), Curvature: 1.96), 
State(Sec: 7.44, Vel m/s: 1.22, Accel m/s/s: 0.74, Pose: Pose2d(Translation2d(X: 8.74, Y: 1.48), Rotation2d(Rads: 1.51, Deg: 86.56)), Curvature: 1.94), 
State(Sec: 7.48, Vel m/s: 1.25, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 8.74, Y: 1.52), Rotation2d(Rads: 1.59, Deg: 91.34)), Curvature: 1.84), 
State(Sec: 7.51, Vel m/s: 1.28, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 8.74, Y: 1.57), Rotation2d(Rads: 1.67, Deg: 95.73)), Curvature: 1.64), 
State(Sec: 7.55, Vel m/s: 1.32, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 8.73, Y: 1.61), Rotation2d(Rads: 1.74, Deg: 99.49)), Curvature: 1.35), 
State(Sec: 7.58, Vel m/s: 1.35, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 8.73, Y: 1.65), Rotation2d(Rads: 1.79, Deg: 102.44)), Curvature: 0.98), 
State(Sec: 7.64, Vel m/s: 1.41, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 8.70, Y: 1.74), Rotation2d(Rads: 1.83, Deg: 105.05)), Curvature: -0.00), 
State(Sec: 7.71, Vel m/s: 1.48, Accel m/s/s: 0.16, Pose: Pose2d(Translation2d(X: 8.68, Y: 1.83), Rotation2d(Rads: 1.87, Deg: 106.88)), Curvature: 0.67), 
State(Sec: 7.77, Vel m/s: 1.49, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.65, Y: 1.91), Rotation2d(Rads: 1.95, Deg: 111.46)), Curvature: 1.05), 
State(Sec: 7.80, Vel m/s: 1.45, Accel m/s/s: -0.46, Pose: Pose2d(Translation2d(X: 8.63, Y: 1.95), Rotation2d(Rads: 2.00, Deg: 114.38)), Curvature: 1.15), 
State(Sec: 7.83, Vel m/s: 1.44, Accel m/s/s: -0.04, Pose: Pose2d(Translation2d(X: 8.61, Y: 2.00), Rotation2d(Rads: 2.05, Deg: 117.54)), Curvature: 1.19), 
State(Sec: 7.86, Vel m/s: 1.44, Accel m/s/s: 0.25, Pose: Pose2d(Translation2d(X: 8.59, Y: 2.04), Rotation2d(Rads: 2.11, Deg: 120.81)), Curvature: 1.19), 
State(Sec: 7.90, Vel m/s: 1.45, Accel m/s/s: 0.43, Pose: Pose2d(Translation2d(X: 8.56, Y: 2.08), Rotation2d(Rads: 2.17, Deg: 124.11)), Curvature: 1.17), 
State(Sec: 7.93, Vel m/s: 1.46, Accel m/s/s: 0.53, Pose: Pose2d(Translation2d(X: 8.53, Y: 2.12), Rotation2d(Rads: 2.22, Deg: 127.38)), Curvature: 1.13), 
State(Sec: 7.97, Vel m/s: 1.48, Accel m/s/s: 0.56, Pose: Pose2d(Translation2d(X: 8.50, Y: 2.16), Rotation2d(Rads: 2.28, Deg: 130.58)), Curvature: 1.08), 
State(Sec: 8.00, Vel m/s: 1.50, Accel m/s/s: 0.54, Pose: Pose2d(Translation2d(X: 8.47, Y: 2.20), Rotation2d(Rads: 2.33, Deg: 133.68)), Curvature: 1.02), 
State(Sec: 8.04, Vel m/s: 1.52, Accel m/s/s: 0.48, Pose: Pose2d(Translation2d(X: 8.43, Y: 2.23), Rotation2d(Rads: 2.39, Deg: 136.67)), Curvature: 0.97), 
State(Sec: 8.07, Vel m/s: 1.53, Accel m/s/s: 0.40, Pose: Pose2d(Translation2d(X: 8.39, Y: 2.27), Rotation2d(Rads: 2.44, Deg: 139.55)), Curvature: 0.93), 
State(Sec: 8.10, Vel m/s: 1.55, Accel m/s/s: 0.29, Pose: Pose2d(Translation2d(X: 8.35, Y: 2.30), Rotation2d(Rads: 2.48, Deg: 142.33)), Curvature: 0.89), 
State(Sec: 8.14, Vel m/s: 1.56, Accel m/s/s: 0.17, Pose: Pose2d(Translation2d(X: 8.31, Y: 2.33), Rotation2d(Rads: 2.53, Deg: 145.03)), Curvature: 0.87), 
State(Sec: 8.17, Vel m/s: 1.56, Accel m/s/s: 0.04, Pose: Pose2d(Translation2d(X: 8.26, Y: 2.36), Rotation2d(Rads: 2.58, Deg: 147.67)), Curvature: 0.85), 
State(Sec: 8.21, Vel m/s: 1.57, Accel m/s/s: -0.09, Pose: Pose2d(Translation2d(X: 8.22, Y: 2.39), Rotation2d(Rads: 2.62, Deg: 150.27)), Curvature: 0.85), 
State(Sec: 8.24, Vel m/s: 1.56, Accel m/s/s: -0.24, Pose: Pose2d(Translation2d(X: 8.17, Y: 2.42), Rotation2d(Rads: 2.67, Deg: 152.85)), Curvature: 0.86), 
State(Sec: 8.28, Vel m/s: 1.55, Accel m/s/s: -0.38, Pose: Pose2d(Translation2d(X: 8.12, Y: 2.44), Rotation2d(Rads: 2.71, Deg: 155.43)), Curvature: 0.88), 
State(Sec: 8.31, Vel m/s: 1.54, Accel m/s/s: -0.52, Pose: Pose2d(Translation2d(X: 8.08, Y: 2.46), Rotation2d(Rads: 2.76, Deg: 158.04)), Curvature: 0.91), 
State(Sec: 8.34, Vel m/s: 1.53, Accel m/s/s: -0.64, Pose: Pose2d(Translation2d(X: 8.03, Y: 2.48), Rotation2d(Rads: 2.80, Deg: 160.69)), Curvature: 0.95), 
State(Sec: 8.37, Vel m/s: 1.50, Accel m/s/s: -0.73, Pose: Pose2d(Translation2d(X: 7.98, Y: 2.49), Rotation2d(Rads: 2.85, Deg: 163.41)), Curvature: 1.01), 
State(Sec: 8.40, Vel m/s: 1.48, Accel m/s/s: -0.77, Pose: Pose2d(Translation2d(X: 7.94, Y: 2.51), Rotation2d(Rads: 2.90, Deg: 166.20)), Curvature: 1.07), 
State(Sec: 8.43, Vel m/s: 1.46, Accel m/s/s: -0.71, Pose: Pose2d(Translation2d(X: 7.89, Y: 2.51), Rotation2d(Rads: 2.95, Deg: 169.05)), Curvature: 1.14), 
State(Sec: 8.46, Vel m/s: 1.44, Accel m/s/s: -0.51, Pose: Pose2d(Translation2d(X: 7.85, Y: 2.52), Rotation2d(Rads: 3.00, Deg: 171.97)), Curvature: 1.20), 
State(Sec: 8.49, Vel m/s: 1.42, Accel m/s/s: -0.11, Pose: Pose2d(Translation2d(X: 7.81, Y: 2.53), Rotation2d(Rads: 3.05, Deg: 174.90)), Curvature: 1.24), 
State(Sec: 8.52, Vel m/s: 1.42, Accel m/s/s: 0.61, Pose: Pose2d(Translation2d(X: 7.77, Y: 2.53), Rotation2d(Rads: 3.10, Deg: 177.78)), Curvature: 1.25), 
State(Sec: 8.55, Vel m/s: 1.44, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.73, Y: 2.53), Rotation2d(Rads: -3.13, Deg: -179.48)), Curvature: 1.20), 
State(Sec: 8.60, Vel m/s: 1.49, Accel m/s/s: 0.02, Pose: Pose2d(Translation2d(X: 7.66, Y: 2.53), Rotation2d(Rads: -3.05, Deg: -175.03)), Curvature: 0.83), 
State(Sec: 8.65, Vel m/s: 1.49, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.59, Y: 2.52), Rotation2d(Rads: -3.02, Deg: -173.20)), Curvature: -0.00), 
State(Sec: 8.70, Vel m/s: 1.44, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.52, Y: 2.51), Rotation2d(Rads: -3.00, Deg: -171.61)), Curvature: 0.75), 
State(Sec: 8.74, Vel m/s: 1.39, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.45, Y: 2.50), Rotation2d(Rads: -2.92, Deg: -167.53)), Curvature: 1.25), 
State(Sec: 8.77, Vel m/s: 1.36, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.41, Y: 2.49), Rotation2d(Rads: -2.88, Deg: -164.87)), Curvature: 1.41), 
State(Sec: 8.80, Vel m/s: 1.34, Accel m/s/s: -0.61, Pose: Pose2d(Translation2d(X: 7.38, Y: 2.48), Rotation2d(Rads: -2.83, Deg: -161.95)), Curvature: 1.51), 
State(Sec: 8.82, Vel m/s: 1.32, Accel m/s/s: -0.11, Pose: Pose2d(Translation2d(X: 7.35, Y: 2.47), Rotation2d(Rads: -2.77, Deg: -158.86)), Curvature: 1.57), 
State(Sec: 8.85, Vel m/s: 1.32, Accel m/s/s: 0.29, Pose: Pose2d(Translation2d(X: 7.32, Y: 2.45), Rotation2d(Rads: -2.72, Deg: -155.71)), Curvature: 1.58), 
State(Sec: 8.87, Vel m/s: 1.33, Accel m/s/s: 0.61, Pose: Pose2d(Translation2d(X: 7.28, Y: 2.44), Rotation2d(Rads: -2.66, Deg: -152.56)), Curvature: 1.55), 
State(Sec: 8.90, Vel m/s: 1.34, Accel m/s/s: 0.86, Pose: Pose2d(Translation2d(X: 7.25, Y: 2.42), Rotation2d(Rads: -2.61, Deg: -149.49)), Curvature: 1.50), 
State(Sec: 8.93, Vel m/s: 1.37, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.22, Y: 2.40), Rotation2d(Rads: -2.56, Deg: -146.54)), Curvature: 1.42), 
State(Sec: 8.95, Vel m/s: 1.39, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.19, Y: 2.38), Rotation2d(Rads: -2.51, Deg: -143.75)), Curvature: 1.34), 
State(Sec: 8.98, Vel m/s: 1.42, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.17, Y: 2.36), Rotation2d(Rads: -2.46, Deg: -141.14)), Curvature: 1.24), 
State(Sec: 9.00, Vel m/s: 1.44, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.14, Y: 2.34), Rotation2d(Rads: -2.42, Deg: -138.72)), Curvature: 1.15), 
State(Sec: 9.05, Vel m/s: 1.49, Accel m/s/s: 0.50, Pose: Pose2d(Translation2d(X: 7.09, Y: 2.29), Rotation2d(Rads: -2.35, Deg: -134.49)), Curvature: 0.97), 
State(Sec: 9.10, Vel m/s: 1.51, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.04, Y: 2.24), Rotation2d(Rads: -2.29, Deg: -131.04)), Curvature: 0.80), 
State(Sec: 9.14, Vel m/s: 1.47, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.00, Y: 2.19), Rotation2d(Rads: -2.24, Deg: -128.33)), Curvature: 0.65), 
State(Sec: 9.22, Vel m/s: 1.39, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.93, Y: 2.10), Rotation2d(Rads: -2.18, Deg: -125.05)), Curvature: 0.31), 
State(Sec: 9.29, Vel m/s: 1.32, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.88, Y: 2.02), Rotation2d(Rads: -2.17, Deg: -124.55)), Curvature: -0.16), 
State(Sec: 9.35, Vel m/s: 1.26, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.84, Y: 1.96), Rotation2d(Rads: -2.19, Deg: -125.47)), Curvature: 0.00), 
State(Sec: 9.38, Vel m/s: 1.23, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.82, Y: 1.93), Rotation2d(Rads: -2.15, Deg: -123.03)), Curvature: 1.91), 
State(Sec: 9.41, Vel m/s: 1.26, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.80, Y: 1.89), Rotation2d(Rads: -2.07, Deg: -118.38)), Curvature: 1.77), 
State(Sec: 9.45, Vel m/s: 1.30, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.77, Y: 1.85), Rotation2d(Rads: -1.99, Deg: -114.27)), Curvature: 1.08), 
State(Sec: 9.50, Vel m/s: 1.35, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.75, Y: 1.79), Rotation2d(Rads: -1.94, Deg: -111.42)), Curvature: 0.58), 
State(Sec: 9.55, Vel m/s: 1.40, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.72, Y: 1.72), Rotation2d(Rads: -1.91, Deg: -109.68)), Curvature: 0.28), 
State(Sec: 9.61, Vel m/s: 1.46, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.70, Y: 1.64), Rotation2d(Rads: -1.90, Deg: -108.81)), Curvature: 0.10), 
State(Sec: 9.67, Vel m/s: 1.52, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.67, Y: 1.56), Rotation2d(Rads: -1.90, Deg: -108.62)), Curvature: -0.02), 
State(Sec: 9.73, Vel m/s: 1.58, Accel m/s/s: 0.59, Pose: Pose2d(Translation2d(X: 6.64, Y: 1.47), Rotation2d(Rads: -1.90, Deg: -109.02)), Curvature: -0.13), 
State(Sec: 9.79, Vel m/s: 1.62, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.60, Y: 1.38), Rotation2d(Rads: -1.92, Deg: -110.01)), Curvature: -0.24), 
State(Sec: 9.85, Vel m/s: 1.56, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.57, Y: 1.29), Rotation2d(Rads: -1.95, Deg: -111.66)), Curvature: -0.38), 
State(Sec: 9.91, Vel m/s: 1.50, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.54, Y: 1.21), Rotation2d(Rads: -1.99, Deg: -114.07)), Curvature: -0.57), 
State(Sec: 9.96, Vel m/s: 1.44, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.50, Y: 1.13), Rotation2d(Rads: -2.05, Deg: -117.40)), Curvature: -0.86), 
State(Sec: 10.02, Vel m/s: 1.39, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.46, Y: 1.07), Rotation2d(Rads: -2.13, Deg: -121.76)), Curvature: -1.21), 
State(Sec: 10.04, Vel m/s: 1.37, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.45, Y: 1.04), Rotation2d(Rads: -2.17, Deg: -124.27)), Curvature: -1.38), 
State(Sec: 10.06, Vel m/s: 1.34, Accel m/s/s: -0.36, Pose: Pose2d(Translation2d(X: 6.43, Y: 1.01), Rotation2d(Rads: -2.21, Deg: -126.89)), Curvature: -1.49), 
State(Sec: 10.11, Vel m/s: 1.33, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.39, Y: 0.97), Rotation2d(Rads: -2.30, Deg: -131.70)), Curvature: -1.24), 
State(Sec: 10.15, Vel m/s: 1.29, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.35, Y: 0.93), Rotation2d(Rads: -2.34, Deg: -133.91)), Curvature: -0.00), 
State(Sec: 10.19, Vel m/s: 1.24, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.31, Y: 0.89), Rotation2d(Rads: -2.39, Deg: -136.91)), Curvature: -1.67), 
State(Sec: 10.22, Vel m/s: 1.22, Accel m/s/s: 0.16, Pose: Pose2d(Translation2d(X: 6.29, Y: 0.87), Rotation2d(Rads: -2.44, Deg: -139.96)), Curvature: -1.95), 
State(Sec: 10.24, Vel m/s: 1.22, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.27, Y: 0.85), Rotation2d(Rads: -2.50, Deg: -143.42)), Curvature: -1.94), 
State(Sec: 10.27, Vel m/s: 1.25, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.24, Y: 0.83), Rotation2d(Rads: -2.56, Deg: -146.94)), Curvature: -1.75), 
State(Sec: 10.30, Vel m/s: 1.28, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.21, Y: 0.81), Rotation2d(Rads: -2.62, Deg: -150.29)), Curvature: -1.50), 
State(Sec: 10.33, Vel m/s: 1.31, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.18, Y: 0.79), Rotation2d(Rads: -2.68, Deg: -153.36)), Curvature: -1.24), 
State(Sec: 10.36, Vel m/s: 1.34, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.14, Y: 0.78), Rotation2d(Rads: -2.72, Deg: -156.10)), Curvature: -1.02), 
State(Sec: 10.43, Vel m/s: 1.41, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.05, Y: 0.74), Rotation2d(Rads: -2.80, Deg: -160.65)), Curvature: -0.68), 
State(Sec: 10.50, Vel m/s: 1.49, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.95, Y: 0.71), Rotation2d(Rads: -2.87, Deg: -164.21)), Curvature: -0.48), 
State(Sec: 10.58, Vel m/s: 1.57, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.83, Y: 0.68), Rotation2d(Rads: -2.92, Deg: -167.07)), Curvature: -0.36), 
State(Sec: 10.62, Vel m/s: 1.61, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.77, Y: 0.67), Rotation2d(Rads: -2.94, Deg: -168.31)), Curvature: -0.32), 
State(Sec: 10.66, Vel m/s: 1.65, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.70, Y: 0.65), Rotation2d(Rads: -2.96, Deg: -169.46)), Curvature: -0.29), 
State(Sec: 10.70, Vel m/s: 1.69, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.64, Y: 0.64), Rotation2d(Rads: -2.98, Deg: -170.54)), Curvature: -0.27), 
State(Sec: 10.74, Vel m/s: 1.73, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.57, Y: 0.63), Rotation2d(Rads: -2.99, Deg: -171.56)), Curvature: -0.26), 
State(Sec: 10.78, Vel m/s: 1.76, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.50, Y: 0.62), Rotation2d(Rads: -3.01, Deg: -172.54)), Curvature: -0.25), 
State(Sec: 10.82, Vel m/s: 1.80, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.43, Y: 0.61), Rotation2d(Rads: -3.03, Deg: -173.49)), Curvature: -0.24), 
State(Sec: 10.86, Vel m/s: 1.84, Accel m/s/s: 0.41, Pose: Pose2d(Translation2d(X: 5.37, Y: 0.61), Rotation2d(Rads: -3.04, Deg: -174.42)), Curvature: -0.24), 
State(Sec: 10.89, Vel m/s: 1.86, Accel m/s/s: -0.05, Pose: Pose2d(Translation2d(X: 5.30, Y: 0.60), Rotation2d(Rads: -3.06, Deg: -175.34)), Curvature: -0.24), 
State(Sec: 10.93, Vel m/s: 1.85, Accel m/s/s: -0.06, Pose: Pose2d(Translation2d(X: 5.23, Y: 0.60), Rotation2d(Rads: -3.08, Deg: -176.25)), Curvature: -0.24), 
State(Sec: 10.96, Vel m/s: 1.85, Accel m/s/s: -0.03, Pose: Pose2d(Translation2d(X: 5.17, Y: 0.59), Rotation2d(Rads: -3.09, Deg: -177.15)), Curvature: -0.25), 
State(Sec: 11.03, Vel m/s: 1.85, Accel m/s/s: 0.17, Pose: Pose2d(Translation2d(X: 5.04, Y: 0.59), Rotation2d(Rads: -3.12, Deg: -178.93)), Curvature: -0.25), 
State(Sec: 11.09, Vel m/s: 1.86, Accel m/s/s: 0.74, Pose: Pose2d(Translation2d(X: 4.93, Y: 0.59), Rotation2d(Rads: 3.13, Deg: 179.43)), Curvature: -0.23), 
State(Sec: 11.15, Vel m/s: 1.90, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.82, Y: 0.59), Rotation2d(Rads: 3.11, Deg: 178.17)), Curvature: -0.16), 
State(Sec: 11.21, Vel m/s: 1.96, Accel m/s/s: 0.44, Pose: Pose2d(Translation2d(X: 4.71, Y: 0.59), Rotation2d(Rads: 3.10, Deg: 177.65)), Curvature: -0.00), 
State(Sec: 11.26, Vel m/s: 1.98, Accel m/s/s: 0.09, Pose: Pose2d(Translation2d(X: 4.60, Y: 0.60), Rotation2d(Rads: 3.10, Deg: 177.76)), Curvature: 0.03), 
State(Sec: 11.32, Vel m/s: 1.99, Accel m/s/s: 0.15, Pose: Pose2d(Translation2d(X: 4.49, Y: 0.60), Rotation2d(Rads: 3.11, Deg: 177.92)), Curvature: 0.02), 
State(Sec: 11.38, Vel m/s: 2.00, Accel m/s/s: -0.35, Pose: Pose2d(Translation2d(X: 4.38, Y: 0.61), Rotation2d(Rads: 3.11, Deg: 177.97)), Curvature: -0.01), 
State(Sec: 11.44, Vel m/s: 1.97, Accel m/s/s: -0.35, Pose: Pose2d(Translation2d(X: 4.25, Y: 0.61), Rotation2d(Rads: 3.10, Deg: 177.81)), Curvature: -0.04), 
State(Sec: 11.47, Vel m/s: 1.96, Accel m/s/s: -0.35, Pose: Pose2d(Translation2d(X: 4.19, Y: 0.61), Rotation2d(Rads: 3.10, Deg: 177.63)), Curvature: -0.06), 
State(Sec: 11.50, Vel m/s: 1.95, Accel m/s/s: -0.36, Pose: Pose2d(Translation2d(X: 4.13, Y: 0.62), Rotation2d(Rads: 3.10, Deg: 177.37)), Curvature: -0.08), 
State(Sec: 11.54, Vel m/s: 1.94, Accel m/s/s: -0.78, Pose: Pose2d(Translation2d(X: 4.06, Y: 0.62), Rotation2d(Rads: 3.09, Deg: 177.04)), Curvature: -0.10), 
State(Sec: 11.57, Vel m/s: 1.91, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.99, Y: 0.62), Rotation2d(Rads: 3.08, Deg: 176.63)), Curvature: -0.12), 
State(Sec: 11.61, Vel m/s: 1.88, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.92, Y: 0.63), Rotation2d(Rads: 3.07, Deg: 176.12)), Curvature: -0.14), 
State(Sec: 11.64, Vel m/s: 1.84, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.86, Y: 0.63), Rotation2d(Rads: 3.06, Deg: 175.52)), Curvature: -0.17), 
State(Sec: 11.68, Vel m/s: 1.80, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.79, Y: 0.64), Rotation2d(Rads: 3.05, Deg: 174.81)), Curvature: -0.20), 
State(Sec: 11.72, Vel m/s: 1.77, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.72, Y: 0.64), Rotation2d(Rads: 3.04, Deg: 173.98)), Curvature: -0.24), 
State(Sec: 11.76, Vel m/s: 1.73, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.66, Y: 0.65), Rotation2d(Rads: 3.02, Deg: 173.02)), Curvature: -0.28), 
State(Sec: 11.79, Vel m/s: 1.69, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.60, Y: 0.66), Rotation2d(Rads: 3.00, Deg: 171.91)), Curvature: -0.33), 
State(Sec: 11.87, Vel m/s: 1.62, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.48, Y: 0.68), Rotation2d(Rads: 2.95, Deg: 169.16)), Curvature: -0.47), 
State(Sec: 11.94, Vel m/s: 1.55, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.37, Y: 0.70), Rotation2d(Rads: 2.89, Deg: 165.55)), Curvature: -0.67), 
State(Sec: 12.01, Vel m/s: 1.48, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.27, Y: 0.73), Rotation2d(Rads: 2.81, Deg: 160.93)), Curvature: -0.94), 
State(Sec: 12.04, Vel m/s: 1.45, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.23, Y: 0.75), Rotation2d(Rads: 2.76, Deg: 158.22)), Curvature: -1.09), 
State(Sec: 12.07, Vel m/s: 1.42, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.19, Y: 0.77), Rotation2d(Rads: 2.71, Deg: 155.29)), Curvature: -1.24), 
State(Sec: 12.10, Vel m/s: 1.39, Accel m/s/s: -0.42, Pose: Pose2d(Translation2d(X: 3.15, Y: 0.79), Rotation2d(Rads: 2.66, Deg: 152.20)), Curvature: -1.35), 
State(Sec: 12.13, Vel m/s: 1.38, Accel m/s/s: 0.99, Pose: Pose2d(Translation2d(X: 3.11, Y: 0.80), Rotation2d(Rads: 2.60, Deg: 149.10)), Curvature: -1.39), 
State(Sec: 12.15, Vel m/s: 1.40, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.08, Y: 0.82), Rotation2d(Rads: 2.55, Deg: 146.18)), Curvature: -1.30), 
State(Sec: 12.18, Vel m/s: 1.43, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.05, Y: 0.85), Rotation2d(Rads: 2.51, Deg: 143.72)), Curvature: -1.05), 
State(Sec: 12.23, Vel m/s: 1.48, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.00, Y: 0.89), Rotation2d(Rads: 2.47, Deg: 141.39)), Curvature: 0.00), 
