Trajectory - Seconds: 8.63, States:
State(Sec: 0.00, Vel m/s: 0.00, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 0.45, Y: 2.29), Rotation2d(Rads: 0.00, Deg: 0.00)), Curvature: 0.00), 
State(Sec: 6.70, Vel m/s: 0.76, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.58, Y: 1.52), Rotation2d(Rads: -0.04, Deg: -2.55)), Curvature: 4.85), 
State(Sec: 6.72, Vel m/s: 0.78, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.59, Y: 1.52), Rotation2d(Rads: 0.03, Deg: 1.47)), Curvature: 4.09), 
State(Sec: 6.74, Vel m/s: 0.80, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.61, Y: 1.52), Rotation2d(Rads: 0.08, Deg: 4.60)), Curvature: 2.99), 
State(Sec: 6.78, Vel m/s: 0.84, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.64, Y: 1.53), Rotation2d(Rads: 0.13, Deg: 7.31)), Curvature: 0.00), 
State(Sec: 6.85, Vel m/s: 0.91, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.70, Y: 1.54), Rotation2d(Rads: 0.19, Deg: 11.07)), Curvature: 1.80), 
State(Sec: 6.88, Vel m/s: 0.94, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.73, Y: 1.54), Rotation2d(Rads: 0.26, Deg: 14.73)), Curvature: 1.99), 
State(Sec: 6.92, Vel m/s: 0.98, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.77, Y: 1.55), Rotation2d(Rads: 0.33, Deg: 18.70)), Curvature: 1.86), 
State(Sec: 6.96, Vel m/s: 1.02, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.80, Y: 1.57), Rotation2d(Rads: 0.39, Deg: 22.53)), Curvature: 1.58), 
State(Sec: 7.00, Vel m/s: 1.06, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.84, Y: 1.59), Rotation2d(Rads: 0.45, Deg: 25.99)), Curvature: 1.28), 
State(Sec: 7.04, Vel m/s: 1.10, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.88, Y: 1.61), Rotation2d(Rads: 0.51, Deg: 28.99)), Curvature: 1.00), 
State(Sec: 7.09, Vel m/s: 1.15, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.92, Y: 1.63), Rotation2d(Rads: 0.55, Deg: 31.53)), Curvature: 0.78), 
State(Sec: 7.18, Vel m/s: 1.24, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 8.02, Y: 1.69), Rotation2d(Rads: 0.62, Deg: 35.41)), Curvature: 0.47), 
State(Sec: 7.28, Vel m/s: 1.34, Accel m/s/s: -0.70, Pose: Pose2d(Translation2d(X: 8.12, Y: 1.77), Rotation2d(Rads: 0.66, Deg: 38.04)), Curvature: 0.28), 
State(Sec: 7.33, Vel m/s: 1.30, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.17, Y: 1.81), Rotation2d(Rads: 0.68, Deg: 39.00)), Curvature: 0.22), 
State(Sec: 7.38, Vel m/s: 1.25, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.22, Y: 1.85), Rotation2d(Rads: 0.69, Deg: 39.77)), Curvature: 0.17), 
State(Sec: 7.44, Vel m/s: 1.19, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.28, Y: 1.90), Rotation2d(Rads: 0.70, Deg: 40.35)), Curvature: 0.13), 
State(Sec: 7.50, Vel m/s: 1.13, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.33, Y: 1.94), Rotation2d(Rads: 0.71, Deg: 40.78)), Curvature: 0.09), 
State(Sec: 7.56, Vel m/s: 1.07, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.38, Y: 1.99), Rotation2d(Rads: 0.72, Deg: 41.06)), Curvature: 0.05), 
State(Sec: 7.62, Vel m/s: 1.01, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.43, Y: 2.03), Rotation2d(Rads: 0.72, Deg: 41.19)), Curvature: 0.01), 
State(Sec: 7.76, Vel m/s: 0.87, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.52, Y: 2.11), Rotation2d(Rads: 0.72, Deg: 40.97)), Curvature: -0.09), 
State(Sec: 7.89, Vel m/s: 0.74, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.61, Y: 2.19), Rotation2d(Rads: 0.70, Deg: 39.94)), Curvature: -0.26), 
State(Sec: 8.03, Vel m/s: 0.60, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.68, Y: 2.24), Rotation2d(Rads: 0.66, Deg: 37.69)), Curvature: -0.67), 
State(Sec: 8.16, Vel m/s: 0.47, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.74, Y: 2.28), Rotation2d(Rads: 0.58, Deg: 33.26)), Curvature: -1.76), 
State(Sec: 8.23, Vel m/s: 0.41, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.76, Y: 2.30), Rotation2d(Rads: 0.52, Deg: 29.68)), Curvature: -2.92), 
State(Sec: 8.29, Vel m/s: 0.34, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.78, Y: 2.31), Rotation2d(Rads: 0.43, Deg: 24.78)), Curvature: -4.80), 
State(Sec: 8.32, Vel m/s: 0.31, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.79, Y: 2.31), Rotation2d(Rads: 0.38, Deg: 21.76)), Curvature: -6.03), 
State(Sec: 8.35, Vel m/s: 0.29, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.80, Y: 2.32), Rotation2d(Rads: 0.32, Deg: 18.37)), Curvature: -7.36), 
State(Sec: 8.38, Vel m/s: 0.26, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.80, Y: 2.32), Rotation2d(Rads: 0.26, Deg: 14.70)), Curvature: -8.57), 
State(Sec: 8.41, Vel m/s: 0.23, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.81, Y: 2.32), Rotation2d(Rads: 0.19, Deg: 10.91)), Curvature: -9.29), 
State(Sec: 8.44, Vel m/s: 0.19, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.82, Y: 2.32), Rotation2d(Rads: 0.13, Deg: 7.30)), Curvature: -9.03), 
State(Sec: 8.48, Vel m/s: 0.16, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.82, Y: 2.32), Rotation2d(Rads: 0.07, Deg: 4.23)), Curvature: -7.40), 
State(Sec: 8.63, Vel m/s: 0.00, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.84, Y: 2.32), Rotation2d(Rads: 0.02, Deg: 1.37)), Curvature: -0.00)
