Trajectory - Seconds: 8.74, States:
State(Sec: 0.00, Vel m/s: 0.00, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 0.51, Y: 2.29), Rotation2d(Rads: 0.00, Deg: 0.00)), Curvature: 0.00), 
State(Sec: 6.38, Vel m/s: 1.76, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.24, Y: 2.89), Rotation2d(Rads: -0.43, Deg: -24.47)), Curvature: -0.12), 
State(Sec: 6.43, Vel m/s: 1.81, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.32, Y: 2.86), Rotation2d(Rads: -0.44, Deg: -24.95)), Curvature: -0.08), 
State(Sec: 6.48, Vel m/s: 1.85, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.39, Y: 2.83), Rotation2d(Rads: -0.44, Deg: -25.27)), Curvature: -0.05), 
State(Sec: 6.52, Vel m/s: 1.90, Accel m/s/s: 0.58, Pose: Pose2d(Translation2d(X: 6.46, Y: 2.79), Rotation2d(Rads: -0.44, Deg: -25.43)), Curvature: -0.02), 
State(Sec: 6.56, Vel m/s: 1.92, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.54, Y: 2.76), Rotation2d(Rads: -0.44, Deg: -25.44)), Curvature: 0.02), 
State(Sec: 6.60, Vel m/s: 1.88, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.61, Y: 2.72), Rotation2d(Rads: -0.44, Deg: -25.29)), Curvature: 0.05), 
State(Sec: 6.64, Vel m/s: 1.84, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.68, Y: 2.69), Rotation2d(Rads: -0.44, Deg: -24.97)), Curvature: 0.10), 
State(Sec: 6.68, Vel m/s: 1.80, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.74, Y: 2.66), Rotation2d(Rads: -0.43, Deg: -24.47)), Curvature: 0.15), 
State(Sec: 6.72, Vel m/s: 1.76, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.81, Y: 2.63), Rotation2d(Rads: -0.41, Deg: -23.76)), Curvature: 0.21), 
State(Sec: 6.76, Vel m/s: 1.72, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.87, Y: 2.60), Rotation2d(Rads: -0.40, Deg: -22.84)), Curvature: 0.29), 
State(Sec: 6.83, Vel m/s: 1.65, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.97, Y: 2.56), Rotation2d(Rads: -0.35, Deg: -20.25)), Curvature: 0.51), 
State(Sec: 6.89, Vel m/s: 1.59, Accel m/s/s: -0.09, Pose: Pose2d(Translation2d(X: 7.07, Y: 2.53), Rotation2d(Rads: -0.29, Deg: -16.65)), Curvature: 0.78), 
State(Sec: 6.94, Vel m/s: 1.59, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.15, Y: 2.51), Rotation2d(Rads: -0.22, Deg: -12.75)), Curvature: 0.79), 
State(Sec: 6.99, Vel m/s: 1.63, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.22, Y: 2.50), Rotation2d(Rads: -0.19, Deg: -10.75)), Curvature: 0.00), 
State(Sec: 7.03, Vel m/s: 1.68, Accel m/s/s: -0.28, Pose: Pose2d(Translation2d(X: 7.29, Y: 2.48), Rotation2d(Rads: -0.18, Deg: -10.17)), Curvature: 0.24), 
State(Sec: 7.08, Vel m/s: 1.67, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.37, Y: 2.47), Rotation2d(Rads: -0.16, Deg: -8.93)), Curvature: 0.27), 
State(Sec: 7.13, Vel m/s: 1.61, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.46, Y: 2.46), Rotation2d(Rads: -0.13, Deg: -7.64)), Curvature: 0.21), 
State(Sec: 7.20, Vel m/s: 1.54, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.56, Y: 2.44), Rotation2d(Rads: -0.11, Deg: -6.54)), Curvature: 0.15), 
State(Sec: 7.28, Vel m/s: 1.46, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.68, Y: 2.43), Rotation2d(Rads: -0.10, Deg: -5.66)), Curvature: 0.11), 
State(Sec: 7.32, Vel m/s: 1.42, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.74, Y: 2.42), Rotation2d(Rads: -0.09, Deg: -5.29)), Curvature: 0.10), 
State(Sec: 7.37, Vel m/s: 1.37, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.81, Y: 2.42), Rotation2d(Rads: -0.09, Deg: -4.96)), Curvature: 0.08), 
State(Sec: 7.42, Vel m/s: 1.33, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.87, Y: 2.41), Rotation2d(Rads: -0.08, Deg: -4.66)), Curvature: 0.07), 
State(Sec: 7.47, Vel m/s: 1.27, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.94, Y: 2.41), Rotation2d(Rads: -0.08, Deg: -4.39)), Curvature: 0.07), 
State(Sec: 7.52, Vel m/s: 1.22, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.01, Y: 2.40), Rotation2d(Rads: -0.07, Deg: -4.14)), Curvature: 0.06), 
State(Sec: 7.58, Vel m/s: 1.16, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.08, Y: 2.40), Rotation2d(Rads: -0.07, Deg: -3.91)), Curvature: 0.06), 
State(Sec: 7.64, Vel m/s: 1.10, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.14, Y: 2.39), Rotation2d(Rads: -0.06, Deg: -3.70)), Curvature: 0.06), 
State(Sec: 7.70, Vel m/s: 1.04, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.21, Y: 2.39), Rotation2d(Rads: -0.06, Deg: -3.49)), Curvature: 0.06), 
State(Sec: 7.83, Vel m/s: 0.92, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.33, Y: 2.38), Rotation2d(Rads: -0.05, Deg: -3.09)), Curvature: 0.06), 
State(Sec: 7.96, Vel m/s: 0.79, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.44, Y: 2.38), Rotation2d(Rads: -0.05, Deg: -2.68)), Curvature: 0.07), 
State(Sec: 8.09, Vel m/s: 0.66, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.54, Y: 2.37), Rotation2d(Rads: -0.04, Deg: -2.21)), Curvature: 0.11), 
State(Sec: 8.22, Vel m/s: 0.53, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.61, Y: 2.37), Rotation2d(Rads: -0.03, Deg: -1.62)), Curvature: 0.17), 
State(Sec: 8.34, Vel m/s: 0.40, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.67, Y: 2.37), Rotation2d(Rads: -0.01, Deg: -0.84)), Curvature: 0.30), 
State(Sec: 8.74, Vel m/s: 0.00, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.75, Y: 2.37), Rotation2d(Rads: 0.01, Deg: 0.62)), Curvature: -0.00)
