Trajectory - Seconds: 17.97, States:
State(Sec: 0.00, Vel m/s: 0.00, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 1.25, Y: 2.11), Rotation2d(Rads: 0.62, Deg: 35.42)), Curvature: 0.00), 
State(Sec: 6.03, Vel m/s: 1.20, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.73, Y: 2.05), Rotation2d(Rads: 0.41, Deg: 23.66)), Curvature: -1.99), 
State(Sec: 6.05, Vel m/s: 1.22, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.76, Y: 2.06), Rotation2d(Rads: 0.36, Deg: 20.72)), Curvature: -1.78), 
State(Sec: 6.08, Vel m/s: 1.24, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.79, Y: 2.07), Rotation2d(Rads: 0.31, Deg: 18.03)), Curvature: -1.54), 
State(Sec: 6.13, Vel m/s: 1.29, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.84, Y: 2.08), Rotation2d(Rads: 0.24, Deg: 13.58)), Curvature: -1.06), 
State(Sec: 6.18, Vel m/s: 1.34, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.91, Y: 2.10), Rotation2d(Rads: 0.18, Deg: 10.39)), Curvature: -0.66), 
State(Sec: 6.23, Vel m/s: 1.39, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.98, Y: 2.11), Rotation2d(Rads: 0.15, Deg: 8.37)), Curvature: -0.35), 
State(Sec: 6.28, Vel m/s: 1.44, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.05, Y: 2.12), Rotation2d(Rads: 0.13, Deg: 7.34)), Curvature: -0.13), 
State(Sec: 6.34, Vel m/s: 1.50, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.13, Y: 2.13), Rotation2d(Rads: 0.12, Deg: 7.11)), Curvature: 0.02), 
State(Sec: 6.39, Vel m/s: 1.55, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.22, Y: 2.14), Rotation2d(Rads: 0.13, Deg: 7.51)), Curvature: 0.13), 
State(Sec: 6.45, Vel m/s: 1.61, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.31, Y: 2.15), Rotation2d(Rads: 0.15, Deg: 8.36)), Curvature: 0.20), 
State(Sec: 6.50, Vel m/s: 1.67, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.39, Y: 2.17), Rotation2d(Rads: 0.17, Deg: 9.46)), Curvature: 0.22), 
State(Sec: 6.56, Vel m/s: 1.72, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.49, Y: 2.18), Rotation2d(Rads: 0.19, Deg: 10.60)), Curvature: 0.20), 
State(Sec: 6.61, Vel m/s: 1.77, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.58, Y: 2.20), Rotation2d(Rads: 0.20, Deg: 11.52)), Curvature: 0.13), 
State(Sec: 6.66, Vel m/s: 1.83, Accel m/s/s: 0.01, Pose: Pose2d(Translation2d(X: 4.67, Y: 2.22), Rotation2d(Rads: 0.21, Deg: 11.91)), Curvature: 0.00), 
State(Sec: 6.71, Vel m/s: 1.83, Accel m/s/s: -0.79, Pose: Pose2d(Translation2d(X: 4.76, Y: 2.24), Rotation2d(Rads: 0.19, Deg: 11.02)), Curvature: -0.29), 
State(Sec: 6.77, Vel m/s: 1.78, Accel m/s/s: 0.57, Pose: Pose2d(Translation2d(X: 4.86, Y: 2.26), Rotation2d(Rads: 0.16, Deg: 9.08)), Curvature: -0.37), 
State(Sec: 6.83, Vel m/s: 1.82, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.96, Y: 2.27), Rotation2d(Rads: 0.12, Deg: 7.02)), Curvature: -0.31), 
State(Sec: 6.89, Vel m/s: 1.88, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.07, Y: 2.28), Rotation2d(Rads: 0.10, Deg: 5.45)), Curvature: -0.18), 
State(Sec: 6.95, Vel m/s: 1.94, Accel m/s/s: 0.14, Pose: Pose2d(Translation2d(X: 5.19, Y: 2.29), Rotation2d(Rads: 0.08, Deg: 4.66)), Curvature: -0.05), 
State(Sec: 7.01, Vel m/s: 1.95, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.31, Y: 2.30), Rotation2d(Rads: 0.08, Deg: 4.77)), Curvature: 0.08), 
State(Sec: 7.05, Vel m/s: 1.91, Accel m/s/s: -0.96, Pose: Pose2d(Translation2d(X: 5.38, Y: 2.31), Rotation2d(Rads: 0.09, Deg: 5.17)), Curvature: 0.14), 
State(Sec: 7.08, Vel m/s: 1.88, Accel m/s/s: -0.86, Pose: Pose2d(Translation2d(X: 5.44, Y: 2.31), Rotation2d(Rads: 0.10, Deg: 5.80)), Curvature: 0.19), 
State(Sec: 7.12, Vel m/s: 1.85, Accel m/s/s: -0.78, Pose: Pose2d(Translation2d(X: 5.51, Y: 2.32), Rotation2d(Rads: 0.12, Deg: 6.65)), Curvature: 0.25), 
State(Sec: 7.15, Vel m/s: 1.82, Accel m/s/s: -0.71, Pose: Pose2d(Translation2d(X: 5.58, Y: 2.33), Rotation2d(Rads: 0.13, Deg: 7.72)), Curvature: 0.30), 
State(Sec: 7.19, Vel m/s: 1.79, Accel m/s/s: -0.64, Pose: Pose2d(Translation2d(X: 5.65, Y: 2.34), Rotation2d(Rads: 0.16, Deg: 9.01)), Curvature: 0.35), 
State(Sec: 7.23, Vel m/s: 1.77, Accel m/s/s: -0.58, Pose: Pose2d(Translation2d(X: 5.72, Y: 2.35), Rotation2d(Rads: 0.18, Deg: 10.51)), Curvature: 0.40), 
State(Sec: 7.27, Vel m/s: 1.75, Accel m/s/s: -0.50, Pose: Pose2d(Translation2d(X: 5.78, Y: 2.37), Rotation2d(Rads: 0.21, Deg: 12.20)), Curvature: 0.45), 
State(Sec: 7.31, Vel m/s: 1.73, Accel m/s/s: -0.42, Pose: Pose2d(Translation2d(X: 5.85, Y: 2.38), Rotation2d(Rads: 0.25, Deg: 14.08)), Curvature: 0.49), 
State(Sec: 7.35, Vel m/s: 1.71, Accel m/s/s: -0.33, Pose: Pose2d(Translation2d(X: 5.92, Y: 2.40), Rotation2d(Rads: 0.28, Deg: 16.12)), Curvature: 0.52), 
State(Sec: 7.39, Vel m/s: 1.69, Accel m/s/s: -0.53, Pose: Pose2d(Translation2d(X: 5.99, Y: 2.42), Rotation2d(Rads: 0.32, Deg: 18.29)), Curvature: 0.55), 
State(Sec: 7.44, Vel m/s: 1.67, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.05, Y: 2.44), Rotation2d(Rads: 0.36, Deg: 20.56)), Curvature: 0.57), 
State(Sec: 7.48, Vel m/s: 1.63, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.12, Y: 2.47), Rotation2d(Rads: 0.40, Deg: 22.89)), Curvature: 0.58), 
State(Sec: 7.52, Vel m/s: 1.59, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.18, Y: 2.50), Rotation2d(Rads: 0.44, Deg: 25.22)), Curvature: 0.57), 
State(Sec: 7.57, Vel m/s: 1.54, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.25, Y: 2.53), Rotation2d(Rads: 0.48, Deg: 27.50)), Curvature: 0.55), 
State(Sec: 7.61, Vel m/s: 1.49, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.31, Y: 2.56), Rotation2d(Rads: 0.52, Deg: 29.65)), Curvature: 0.51), 
State(Sec: 7.66, Vel m/s: 1.45, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.37, Y: 2.60), Rotation2d(Rads: 0.55, Deg: 31.60)), Curvature: 0.45), 
State(Sec: 7.71, Vel m/s: 1.39, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.43, Y: 2.64), Rotation2d(Rads: 0.58, Deg: 33.28)), Curvature: 0.37), 
State(Sec: 7.77, Vel m/s: 1.34, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.49, Y: 2.68), Rotation2d(Rads: 0.60, Deg: 34.60)), Curvature: 0.27), 
State(Sec: 7.82, Vel m/s: 1.29, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.55, Y: 2.72), Rotation2d(Rads: 0.62, Deg: 35.46)), Curvature: 0.15), 
State(Sec: 7.88, Vel m/s: 1.23, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.61, Y: 2.76), Rotation2d(Rads: 0.62, Deg: 35.77)), Curvature: 0.00), 
State(Sec: 7.94, Vel m/s: 1.17, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.66, Y: 2.80), Rotation2d(Rads: 0.64, Deg: 36.52)), Curvature: 0.36), 
State(Sec: 8.00, Vel m/s: 1.11, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.72, Y: 2.84), Rotation2d(Rads: 0.68, Deg: 38.69)), Curvature: 0.74), 
State(Sec: 8.06, Vel m/s: 1.05, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.77, Y: 2.89), Rotation2d(Rads: 0.74, Deg: 42.30)), Curvature: 1.19), 
State(Sec: 8.09, Vel m/s: 1.02, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.79, Y: 2.91), Rotation2d(Rads: 0.78, Deg: 44.68)), Curvature: 1.47), 
State(Sec: 8.12, Vel m/s: 0.99, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.81, Y: 2.93), Rotation2d(Rads: 0.83, Deg: 47.48)), Curvature: 1.78), 
State(Sec: 8.15, Vel m/s: 0.96, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.83, Y: 2.95), Rotation2d(Rads: 0.89, Deg: 50.74)), Curvature: 2.15), 
State(Sec: 8.18, Vel m/s: 0.93, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.85, Y: 2.97), Rotation2d(Rads: 0.95, Deg: 54.48)), Curvature: 2.56), 
State(Sec: 8.21, Vel m/s: 0.90, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.86, Y: 3.00), Rotation2d(Rads: 1.02, Deg: 58.72)), Curvature: 3.01), 
State(Sec: 8.23, Vel m/s: 0.87, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.88, Y: 3.02), Rotation2d(Rads: 1.11, Deg: 63.48)), Curvature: 3.49), 
State(Sec: 8.25, Vel m/s: 0.86, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.88, Y: 3.03), Rotation2d(Rads: 1.15, Deg: 66.04)), Curvature: 3.73), 
State(Sec: 8.26, Vel m/s: 0.85, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.89, Y: 3.04), Rotation2d(Rads: 1.20, Deg: 68.72)), Curvature: 3.96), 
State(Sec: 8.28, Vel m/s: 0.83, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.89, Y: 3.05), Rotation2d(Rads: 1.25, Deg: 71.52)), Curvature: 4.18), 
State(Sec: 8.29, Vel m/s: 0.82, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.89, Y: 3.06), Rotation2d(Rads: 1.30, Deg: 74.41)), Curvature: 4.38), 
State(Sec: 8.31, Vel m/s: 0.80, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.90, Y: 3.08), Rotation2d(Rads: 1.35, Deg: 77.40)), Curvature: 4.56), 
State(Sec: 8.32, Vel m/s: 0.79, Accel m/s/s: -0.73, Pose: Pose2d(Translation2d(X: 6.90, Y: 3.09), Rotation2d(Rads: 1.40, Deg: 80.45)), Curvature: 4.70), 
State(Sec: 8.33, Vel m/s: 0.78, Accel m/s/s: -0.43, Pose: Pose2d(Translation2d(X: 6.90, Y: 3.10), Rotation2d(Rads: 1.46, Deg: 83.56)), Curvature: 4.81), 
State(Sec: 8.35, Vel m/s: 0.77, Accel m/s/s: -0.14, Pose: Pose2d(Translation2d(X: 6.90, Y: 3.11), Rotation2d(Rads: 1.51, Deg: 86.71)), Curvature: 4.87), 
State(Sec: 8.36, Vel m/s: 0.77, Accel m/s/s: 0.15, Pose: Pose2d(Translation2d(X: 6.90, Y: 3.12), Rotation2d(Rads: 1.57, Deg: 89.88)), Curvature: 4.89), 
State(Sec: 8.38, Vel m/s: 0.77, Accel m/s/s: 0.44, Pose: Pose2d(Translation2d(X: 6.90, Y: 3.13), Rotation2d(Rads: 1.62, Deg: 93.04)), Curvature: 4.87), 
State(Sec: 8.39, Vel m/s: 0.78, Accel m/s/s: 0.72, Pose: Pose2d(Translation2d(X: 6.90, Y: 3.14), Rotation2d(Rads: 1.68, Deg: 96.17)), Curvature: 4.80), 
State(Sec: 8.41, Vel m/s: 0.79, Accel m/s/s: 0.99, Pose: Pose2d(Translation2d(X: 6.90, Y: 3.15), Rotation2d(Rads: 1.73, Deg: 99.27)), Curvature: 4.70), 
State(Sec: 8.42, Vel m/s: 0.80, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.90, Y: 3.17), Rotation2d(Rads: 1.79, Deg: 102.31)), Curvature: 4.56), 
State(Sec: 8.44, Vel m/s: 0.82, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.89, Y: 3.18), Rotation2d(Rads: 1.84, Deg: 105.27)), Curvature: 4.40), 
State(Sec: 8.45, Vel m/s: 0.83, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.89, Y: 3.19), Rotation2d(Rads: 1.89, Deg: 108.15)), Curvature: 4.21), 
State(Sec: 8.46, Vel m/s: 0.84, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.89, Y: 3.20), Rotation2d(Rads: 1.94, Deg: 110.94)), Curvature: 4.01), 
State(Sec: 8.48, Vel m/s: 0.86, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.88, Y: 3.21), Rotation2d(Rads: 1.98, Deg: 113.62)), Curvature: 3.80), 
State(Sec: 8.49, Vel m/s: 0.87, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.88, Y: 3.22), Rotation2d(Rads: 2.03, Deg: 116.19)), Curvature: 3.59), 
State(Sec: 8.52, Vel m/s: 0.90, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.86, Y: 3.24), Rotation2d(Rads: 2.11, Deg: 121.02)), Curvature: 3.16), 
State(Sec: 8.55, Vel m/s: 0.93, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.85, Y: 3.26), Rotation2d(Rads: 2.19, Deg: 125.41)), Curvature: 2.77), 
State(Sec: 8.58, Vel m/s: 0.96, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.83, Y: 3.29), Rotation2d(Rads: 2.26, Deg: 129.39)), Curvature: 2.42), 
State(Sec: 8.61, Vel m/s: 0.99, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.82, Y: 3.31), Rotation2d(Rads: 2.32, Deg: 133.00)), Curvature: 2.12), 
State(Sec: 8.63, Vel m/s: 1.02, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.80, Y: 3.33), Rotation2d(Rads: 2.38, Deg: 136.28)), Curvature: 1.86), 
State(Sec: 8.66, Vel m/s: 1.04, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.77, Y: 3.35), Rotation2d(Rads: 2.43, Deg: 139.26)), Curvature: 1.64), 
State(Sec: 8.69, Vel m/s: 1.07, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.75, Y: 3.37), Rotation2d(Rads: 2.48, Deg: 141.99)), Curvature: 1.46), 
State(Sec: 8.75, Vel m/s: 1.13, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.70, Y: 3.40), Rotation2d(Rads: 2.56, Deg: 146.82)), Curvature: 1.20), 
State(Sec: 8.81, Vel m/s: 1.19, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.64, Y: 3.44), Rotation2d(Rads: 2.64, Deg: 151.03)), Curvature: 1.02), 
State(Sec: 8.86, Vel m/s: 1.25, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.58, Y: 3.47), Rotation2d(Rads: 2.70, Deg: 154.81)), Curvature: 0.91), 
State(Sec: 8.92, Vel m/s: 1.30, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.52, Y: 3.50), Rotation2d(Rads: 2.76, Deg: 158.34)), Curvature: 0.86), 
State(Sec: 8.97, Vel m/s: 1.35, Accel m/s/s: 0.73, Pose: Pose2d(Translation2d(X: 6.45, Y: 3.52), Rotation2d(Rads: 2.82, Deg: 161.74)), Curvature: 0.85), 
State(Sec: 9.02, Vel m/s: 1.39, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.38, Y: 3.54), Rotation2d(Rads: 2.88, Deg: 165.16)), Curvature: 0.89), 
State(Sec: 9.07, Vel m/s: 1.34, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.32, Y: 3.56), Rotation2d(Rads: 2.94, Deg: 168.69)), Curvature: 0.96), 
State(Sec: 9.12, Vel m/s: 1.29, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.26, Y: 3.57), Rotation2d(Rads: 3.01, Deg: 172.48)), Curvature: 1.09), 
State(Sec: 9.17, Vel m/s: 1.24, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.19, Y: 3.57), Rotation2d(Rads: 3.08, Deg: 176.63)), Curvature: 1.29), 
State(Sec: 9.22, Vel m/s: 1.20, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.14, Y: 3.57), Rotation2d(Rads: -3.12, Deg: -178.72)), Curvature: 1.55), 
State(Sec: 9.24, Vel m/s: 1.17, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.11, Y: 3.57), Rotation2d(Rads: -3.07, Deg: -176.18)), Curvature: 1.71), 
State(Sec: 9.26, Vel m/s: 1.15, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.08, Y: 3.57), Rotation2d(Rads: -3.03, Deg: -173.47)), Curvature: 1.89), 
State(Sec: 9.28, Vel m/s: 1.13, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.06, Y: 3.57), Rotation2d(Rads: -2.98, Deg: -170.59)), Curvature: 2.08), 
State(Sec: 9.31, Vel m/s: 1.11, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.03, Y: 3.56), Rotation2d(Rads: -2.92, Deg: -167.55)), Curvature: 2.28), 
State(Sec: 9.33, Vel m/s: 1.08, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.01, Y: 3.56), Rotation2d(Rads: -2.87, Deg: -164.36)), Curvature: 2.48), 
State(Sec: 9.35, Vel m/s: 1.06, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.99, Y: 3.55), Rotation2d(Rads: -2.81, Deg: -161.03)), Curvature: 2.66), 
State(Sec: 9.37, Vel m/s: 1.04, Accel m/s/s: -0.80, Pose: Pose2d(Translation2d(X: 5.97, Y: 3.54), Rotation2d(Rads: -2.75, Deg: -157.61)), Curvature: 2.81), 
State(Sec: 9.39, Vel m/s: 1.03, Accel m/s/s: -0.14, Pose: Pose2d(Translation2d(X: 5.95, Y: 3.53), Rotation2d(Rads: -2.69, Deg: -154.15)), Curvature: 2.90), 
State(Sec: 9.41, Vel m/s: 1.02, Accel m/s/s: 0.72, Pose: Pose2d(Translation2d(X: 5.93, Y: 3.52), Rotation2d(Rads: -2.63, Deg: -150.73)), Curvature: 2.92), 
State(Sec: 9.43, Vel m/s: 1.04, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.92, Y: 3.51), Rotation2d(Rads: -2.57, Deg: -147.43)), Curvature: 2.84), 
State(Sec: 9.45, Vel m/s: 1.06, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.90, Y: 3.50), Rotation2d(Rads: -2.52, Deg: -144.36)), Curvature: 2.65), 
State(Sec: 9.46, Vel m/s: 1.07, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.88, Y: 3.49), Rotation2d(Rads: -2.47, Deg: -141.61)), Curvature: 2.34), 
State(Sec: 9.50, Vel m/s: 1.11, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.86, Y: 3.47), Rotation2d(Rads: -2.40, Deg: -137.51)), Curvature: 1.38), 
State(Sec: 9.53, Vel m/s: 1.14, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.83, Y: 3.44), Rotation2d(Rads: -2.37, Deg: -135.98)), Curvature: -0.00), 
State(Sec: 9.60, Vel m/s: 1.20, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.78, Y: 3.39), Rotation2d(Rads: -2.35, Deg: -134.50)), Curvature: 0.68), 
State(Sec: 9.65, Vel m/s: 1.26, Accel m/s/s: 0.96, Pose: Pose2d(Translation2d(X: 5.73, Y: 3.34), Rotation2d(Rads: -2.28, Deg: -130.55)), Curvature: 1.22), 
State(Sec: 9.68, Vel m/s: 1.29, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.70, Y: 3.31), Rotation2d(Rads: -2.23, Deg: -127.85)), Curvature: 1.46), 
State(Sec: 9.71, Vel m/s: 1.26, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.68, Y: 3.28), Rotation2d(Rads: -2.18, Deg: -124.75)), Curvature: 1.67), 
State(Sec: 9.74, Vel m/s: 1.24, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.67, Y: 3.25), Rotation2d(Rads: -2.12, Deg: -121.34)), Curvature: 1.86), 
State(Sec: 9.76, Vel m/s: 1.21, Accel m/s/s: -0.92, Pose: Pose2d(Translation2d(X: 5.65, Y: 3.22), Rotation2d(Rads: -2.05, Deg: -117.69)), Curvature: 2.00), 
State(Sec: 9.79, Vel m/s: 1.18, Accel m/s/s: -0.53, Pose: Pose2d(Translation2d(X: 5.64, Y: 3.20), Rotation2d(Rads: -1.99, Deg: -113.87)), Curvature: 2.11), 
State(Sec: 9.82, Vel m/s: 1.17, Accel m/s/s: -0.16, Pose: Pose2d(Translation2d(X: 5.62, Y: 3.17), Rotation2d(Rads: -1.92, Deg: -109.97)), Curvature: 2.17), 
State(Sec: 9.84, Vel m/s: 1.16, Accel m/s/s: 0.17, Pose: Pose2d(Translation2d(X: 5.61, Y: 3.14), Rotation2d(Rads: -1.85, Deg: -106.06)), Curvature: 2.19), 
State(Sec: 9.87, Vel m/s: 1.17, Accel m/s/s: 0.47, Pose: Pose2d(Translation2d(X: 5.61, Y: 3.11), Rotation2d(Rads: -1.78, Deg: -102.22)), Curvature: 2.17), 
State(Sec: 9.90, Vel m/s: 1.18, Accel m/s/s: 0.72, Pose: Pose2d(Translation2d(X: 5.60, Y: 3.08), Rotation2d(Rads: -1.72, Deg: -98.50)), Curvature: 2.12), 
State(Sec: 9.92, Vel m/s: 1.20, Accel m/s/s: 0.94, Pose: Pose2d(Translation2d(X: 5.60, Y: 3.05), Rotation2d(Rads: -1.66, Deg: -94.95)), Curvature: 2.04), 
State(Sec: 9.94, Vel m/s: 1.22, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.60, Y: 3.02), Rotation2d(Rads: -1.60, Deg: -91.60)), Curvature: 1.95), 
State(Sec: 9.97, Vel m/s: 1.25, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.60, Y: 2.99), Rotation2d(Rads: -1.54, Deg: -88.48)), Curvature: 1.84), 
State(Sec: 9.99, Vel m/s: 1.27, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.60, Y: 2.96), Rotation2d(Rads: -1.49, Deg: -85.60)), Curvature: 1.73), 
State(Sec: 10.01, Vel m/s: 1.29, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.60, Y: 2.93), Rotation2d(Rads: -1.45, Deg: -82.95)), Curvature: 1.62), 
State(Sec: 10.05, Vel m/s: 1.33, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.61, Y: 2.88), Rotation2d(Rads: -1.37, Deg: -78.37)), Curvature: 1.41), 
State(Sec: 10.09, Vel m/s: 1.37, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.62, Y: 2.83), Rotation2d(Rads: -1.30, Deg: -74.71)), Curvature: 1.20), 
State(Sec: 10.12, Vel m/s: 1.40, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.63, Y: 2.79), Rotation2d(Rads: -1.26, Deg: -71.92)), Curvature: 0.98), 
State(Sec: 10.17, Vel m/s: 1.45, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.66, Y: 2.72), Rotation2d(Rads: -1.20, Deg: -69.00)), Curvature: 0.32), 
State(Sec: 10.21, Vel m/s: 1.49, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.68, Y: 2.67), Rotation2d(Rads: -1.20, Deg: -68.91)), Curvature: 0.00), 
State(Sec: 10.25, Vel m/s: 1.53, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.70, Y: 2.61), Rotation2d(Rads: -1.20, Deg: -68.83)), Curvature: 0.14), 
State(Sec: 10.32, Vel m/s: 1.60, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.74, Y: 2.51), Rotation2d(Rads: -1.18, Deg: -67.62)), Curvature: 0.22), 
State(Sec: 10.37, Vel m/s: 1.65, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.77, Y: 2.44), Rotation2d(Rads: -1.16, Deg: -66.65)), Curvature: 0.23), 
State(Sec: 10.42, Vel m/s: 1.70, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.81, Y: 2.36), Rotation2d(Rads: -1.14, Deg: -65.46)), Curvature: 0.24), 
State(Sec: 10.48, Vel m/s: 1.76, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.85, Y: 2.27), Rotation2d(Rads: -1.12, Deg: -64.02)), Curvature: 0.26), 
State(Sec: 10.54, Vel m/s: 1.82, Accel m/s/s: -0.40, Pose: Pose2d(Translation2d(X: 5.90, Y: 2.17), Rotation2d(Rads: -1.09, Deg: -62.28)), Curvature: 0.30), 
State(Sec: 10.60, Vel m/s: 1.79, Accel m/s/s: -0.59, Pose: Pose2d(Translation2d(X: 5.95, Y: 2.07), Rotation2d(Rads: -1.05, Deg: -60.17)), Curvature: 0.35), 
State(Sec: 10.67, Vel m/s: 1.75, Accel m/s/s: -0.73, Pose: Pose2d(Translation2d(X: 6.01, Y: 1.97), Rotation2d(Rads: -1.01, Deg: -57.61)), Curvature: 0.43), 
State(Sec: 10.73, Vel m/s: 1.71, Accel m/s/s: -0.81, Pose: Pose2d(Translation2d(X: 6.07, Y: 1.88), Rotation2d(Rads: -0.95, Deg: -54.53)), Curvature: 0.53), 
State(Sec: 10.80, Vel m/s: 1.65, Accel m/s/s: -0.68, Pose: Pose2d(Translation2d(X: 6.14, Y: 1.79), Rotation2d(Rads: -0.89, Deg: -50.90)), Curvature: 0.64), 
State(Sec: 10.86, Vel m/s: 1.61, Accel m/s/s: -0.04, Pose: Pose2d(Translation2d(X: 6.21, Y: 1.72), Rotation2d(Rads: -0.82, Deg: -46.81)), Curvature: 0.74), 
