Trajectory - Seconds: 9.20, States:
State(Sec: 0.00, Vel m/s: 0.00, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 0.45, Y: 2.31), Rotation2d(Rads: 0.00, Deg: 0.00)), Curvature: 0.00), 
State(Sec: 6.71, Vel m/s: 1.94, Accel m/s/s: 0.20, Pose: Pose2d(Translation2d(X: 6.09, Y: 3.62), Rotation2d(Rads: -0.41, Deg: -23.57)), Curvature: -0.08), 
State(Sec: 6.77, Vel m/s: 1.95, Accel m/s/s: 0.09, Pose: Pose2d(Translation2d(X: 6.20, Y: 3.57), Rotation2d(Rads: -0.42, Deg: -24.06)), Curvature: -0.07), 
State(Sec: 6.83, Vel m/s: 1.96, Accel m/s/s: 0.08, Pose: Pose2d(Translation2d(X: 6.30, Y: 3.52), Rotation2d(Rads: -0.43, Deg: -24.51)), Curvature: -0.06), 
State(Sec: 6.89, Vel m/s: 1.96, Accel m/s/s: 0.07, Pose: Pose2d(Translation2d(X: 6.41, Y: 3.48), Rotation2d(Rads: -0.43, Deg: -24.90)), Curvature: -0.05), 
State(Sec: 6.95, Vel m/s: 1.97, Accel m/s/s: 0.06, Pose: Pose2d(Translation2d(X: 6.52, Y: 3.43), Rotation2d(Rads: -0.44, Deg: -25.25)), Curvature: -0.05), 
State(Sec: 7.01, Vel m/s: 1.97, Accel m/s/s: 0.05, Pose: Pose2d(Translation2d(X: 6.62, Y: 3.37), Rotation2d(Rads: -0.45, Deg: -25.56)), Curvature: -0.04), 
State(Sec: 7.07, Vel m/s: 1.98, Accel m/s/s: 0.05, Pose: Pose2d(Translation2d(X: 6.73, Y: 3.32), Rotation2d(Rads: -0.45, Deg: -25.84)), Curvature: -0.04), 
State(Sec: 7.13, Vel m/s: 1.98, Accel m/s/s: 0.04, Pose: Pose2d(Translation2d(X: 6.84, Y: 3.27), Rotation2d(Rads: -0.46, Deg: -26.08)), Curvature: -0.03), 
State(Sec: 7.19, Vel m/s: 1.98, Accel m/s/s: -0.51, Pose: Pose2d(Translation2d(X: 6.95, Y: 3.22), Rotation2d(Rads: -0.46, Deg: -26.29)), Curvature: -0.03), 
State(Sec: 7.25, Vel m/s: 1.95, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.05, Y: 3.16), Rotation2d(Rads: -0.46, Deg: -26.48)), Curvature: -0.02), 
State(Sec: 7.31, Vel m/s: 1.89, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.16, Y: 3.11), Rotation2d(Rads: -0.46, Deg: -26.63)), Curvature: -0.02), 
State(Sec: 7.38, Vel m/s: 1.83, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.26, Y: 3.06), Rotation2d(Rads: -0.47, Deg: -26.76)), Curvature: -0.02), 
State(Sec: 7.44, Vel m/s: 1.76, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.37, Y: 3.01), Rotation2d(Rads: -0.47, Deg: -26.86)), Curvature: -0.01), 
State(Sec: 7.51, Vel m/s: 1.70, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.47, Y: 2.96), Rotation2d(Rads: -0.47, Deg: -26.94)), Curvature: -0.01), 
State(Sec: 7.57, Vel m/s: 1.63, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.56, Y: 2.91), Rotation2d(Rads: -0.47, Deg: -26.99)), Curvature: -0.01), 
State(Sec: 7.64, Vel m/s: 1.56, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.66, Y: 2.86), Rotation2d(Rads: -0.47, Deg: -27.01)), Curvature: -0.00), 
State(Sec: 7.70, Vel m/s: 1.50, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.75, Y: 2.81), Rotation2d(Rads: -0.47, Deg: -27.00)), Curvature: 0.00), 
State(Sec: 7.77, Vel m/s: 1.43, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.84, Y: 2.77), Rotation2d(Rads: -0.47, Deg: -26.95)), Curvature: 0.01), 
State(Sec: 7.84, Vel m/s: 1.36, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.92, Y: 2.72), Rotation2d(Rads: -0.47, Deg: -26.88)), Curvature: 0.02), 
State(Sec: 7.91, Vel m/s: 1.29, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.01, Y: 2.68), Rotation2d(Rads: -0.47, Deg: -26.76)), Curvature: 0.03), 
State(Sec: 7.98, Vel m/s: 1.23, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.08, Y: 2.64), Rotation2d(Rads: -0.46, Deg: -26.61)), Curvature: 0.04), 
State(Sec: 8.05, Vel m/s: 1.16, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.15, Y: 2.61), Rotation2d(Rads: -0.46, Deg: -26.40)), Curvature: 0.05), 
State(Sec: 8.11, Vel m/s: 1.09, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.22, Y: 2.57), Rotation2d(Rads: -0.46, Deg: -26.14)), Curvature: 0.07), 
State(Sec: 8.18, Vel m/s: 1.02, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.29, Y: 2.54), Rotation2d(Rads: -0.45, Deg: -25.81)), Curvature: 0.09), 
State(Sec: 8.25, Vel m/s: 0.95, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.35, Y: 2.51), Rotation2d(Rads: -0.44, Deg: -25.40)), Curvature: 0.12), 
State(Sec: 8.38, Vel m/s: 0.82, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.45, Y: 2.46), Rotation2d(Rads: -0.42, Deg: -24.27)), Curvature: 0.23), 
State(Sec: 8.51, Vel m/s: 0.70, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.54, Y: 2.43), Rotation2d(Rads: -0.39, Deg: -22.57)), Curvature: 0.42), 
State(Sec: 8.63, Vel m/s: 0.58, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.61, Y: 2.40), Rotation2d(Rads: -0.35, Deg: -19.98)), Curvature: 0.82), 
State(Sec: 8.74, Vel m/s: 0.46, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.67, Y: 2.38), Rotation2d(Rads: -0.28, Deg: -16.08)), Curvature: 1.61), 
State(Sec: 8.79, Vel m/s: 0.41, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.69, Y: 2.37), Rotation2d(Rads: -0.24, Deg: -13.51)), Curvature: 2.19), 
State(Sec: 8.85, Vel m/s: 0.35, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.71, Y: 2.37), Rotation2d(Rads: -0.18, Deg: -10.55)), Curvature: 2.83), 
State(Sec: 8.90, Vel m/s: 0.30, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.73, Y: 2.37), Rotation2d(Rads: -0.13, Deg: -7.35)), Curvature: 3.31), 
State(Sec: 8.96, Vel m/s: 0.24, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.75, Y: 2.36), Rotation2d(Rads: -0.08, Deg: -4.31)), Curvature: 3.20), 
State(Sec: 9.20, Vel m/s: 0.00, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.77, Y: 2.36), Rotation2d(Rads: -0.02, Deg: -1.12)), Curvature: 0.00)
