Trajectory - Seconds: 8.89, States:
State(Sec: 0.00, Vel m/s: 0.00, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 0.45, Y: 2.28), Rotation2d(Rads: 0.00, Deg: 0.00)), Curvature: 0.00), 
State(Sec: 6.87, Vel m/s: 1.47, Accel m/s/s: -0.60, Pose: Pose2d(Translation2d(X: 6.77, Y: 2.32), Rotation2d(Rads: -0.39, Deg: -22.07)), Curvature: 1.11), 
State(Sec: 6.90, Vel m/s: 1.45, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.81, Y: 2.31), Rotation2d(Rads: -0.34, Deg: -19.41)), Curvature: 1.15), 
State(Sec: 6.93, Vel m/s: 1.48, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.85, Y: 2.30), Rotation2d(Rads: -0.30, Deg: -17.00)), Curvature: 1.02), 
State(Sec: 6.97, Vel m/s: 1.53, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.92, Y: 2.28), Rotation2d(Rads: -0.25, Deg: -14.53)), Curvature: 0.00), 
State(Sec: 7.02, Vel m/s: 1.57, Accel m/s/s: 0.82, Pose: Pose2d(Translation2d(X: 6.99, Y: 2.26), Rotation2d(Rads: -0.22, Deg: -12.66)), Curvature: 0.75), 
State(Sec: 7.07, Vel m/s: 1.61, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.07, Y: 2.24), Rotation2d(Rads: -0.16, Deg: -9.00)), Curvature: 0.73), 
State(Sec: 7.13, Vel m/s: 1.67, Accel m/s/s: 0.17, Pose: Pose2d(Translation2d(X: 7.17, Y: 2.23), Rotation2d(Rads: -0.10, Deg: -5.56)), Curvature: 0.49), 
State(Sec: 7.20, Vel m/s: 1.69, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.28, Y: 2.22), Rotation2d(Rads: -0.05, Deg: -2.91)), Curvature: 0.31), 
State(Sec: 7.24, Vel m/s: 1.65, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.35, Y: 2.22), Rotation2d(Rads: -0.03, Deg: -1.87)), Curvature: 0.25), 
State(Sec: 7.29, Vel m/s: 1.60, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.42, Y: 2.22), Rotation2d(Rads: -0.02, Deg: -0.99)), Curvature: 0.20), 
State(Sec: 7.33, Vel m/s: 1.56, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.49, Y: 2.22), Rotation2d(Rads: -0.00, Deg: -0.24)), Curvature: 0.16), 
State(Sec: 7.38, Vel m/s: 1.51, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.57, Y: 2.22), Rotation2d(Rads: 0.01, Deg: 0.40)), Curvature: 0.13), 
State(Sec: 7.44, Vel m/s: 1.45, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.65, Y: 2.22), Rotation2d(Rads: 0.02, Deg: 0.94)), Curvature: 0.11), 
State(Sec: 7.49, Vel m/s: 1.39, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.73, Y: 2.22), Rotation2d(Rads: 0.02, Deg: 1.41)), Curvature: 0.09), 
State(Sec: 7.56, Vel m/s: 1.33, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.82, Y: 2.22), Rotation2d(Rads: 0.03, Deg: 1.81)), Curvature: 0.08), 
State(Sec: 7.62, Vel m/s: 1.27, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.90, Y: 2.23), Rotation2d(Rads: 0.04, Deg: 2.15)), Curvature: 0.07), 
State(Sec: 7.69, Vel m/s: 1.20, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.98, Y: 2.23), Rotation2d(Rads: 0.04, Deg: 2.44)), Curvature: 0.06), 
State(Sec: 7.75, Vel m/s: 1.13, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.06, Y: 2.23), Rotation2d(Rads: 0.05, Deg: 2.68)), Curvature: 0.05), 
State(Sec: 7.83, Vel m/s: 1.06, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.14, Y: 2.24), Rotation2d(Rads: 0.05, Deg: 2.88)), Curvature: 0.04), 
State(Sec: 7.90, Vel m/s: 0.99, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.21, Y: 2.24), Rotation2d(Rads: 0.05, Deg: 3.04)), Curvature: 0.03), 
State(Sec: 7.97, Vel m/s: 0.92, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.28, Y: 2.24), Rotation2d(Rads: 0.06, Deg: 3.16)), Curvature: 0.03), 
State(Sec: 8.05, Vel m/s: 0.84, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.35, Y: 2.25), Rotation2d(Rads: 0.06, Deg: 3.25)), Curvature: 0.02), 
State(Sec: 8.20, Vel m/s: 0.69, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.46, Y: 2.25), Rotation2d(Rads: 0.06, Deg: 3.28)), Curvature: -0.01), 
State(Sec: 8.34, Vel m/s: 0.55, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.55, Y: 2.26), Rotation2d(Rads: 0.05, Deg: 3.06)), Curvature: -0.08), 
State(Sec: 8.48, Vel m/s: 0.41, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.62, Y: 2.26), Rotation2d(Rads: 0.04, Deg: 2.47)), Curvature: -0.26), 
State(Sec: 8.89, Vel m/s: 0.00, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.70, Y: 2.27), Rotation2d(Rads: 0.01, Deg: 0.63)), Curvature: 0.00)
